Year,TM,real_team_id,PITCHERS,IP,SO_v_l,BB_v_l,HIT_v_l,OB_v_l,TB_v_l,HR_v_l,BP_v_l,DP_v_l,SO_v_r,BB_v_r,HIT_v_r,OB_v_r,TB_v_r,HR_v_r,BP_v_r,DP_v_r,HO,ENDURANCE,FIELD,BK,WP,BAT_B,STL,SPD,rml_team_id
2017,STN,27,"Oh,S",59,13,0,28.1,28.1,58.1,7.5,8,0,29,0,16.1,16.1,22.6,0.6,1,0,-2,R(1) C(5),'3- 0,0,3,1WR-C,E,10,16
2017,SFN,25,"Okert,S*",27,18,6,17.1,23.1,38,2.6,5,0,17,13,14.9,27.9,29,0.4,1*,0,-1,R(1),'5- 0,0,0,1WL-C,E,10,25
2017,CLA,9,"Olson,T*",20,33,13,3.6,16.6,4.2,0,0*,12,22,4,11.6,15.6,13.1,0,0,12,-1,R(1) C(0),'2- 0,0,0,1WR-C,E,10,14
2017,SFN,25,"Osich,J*",43,21,29,10.7,39.7,27.5,4.5,8,3,19,12,24.8,36.8,35.7,1.2,3,5,0,R(1),'4- 0,0,20,1WL-C,E,10,33
2017,TOA,30,"Osuna,R",64,49,0,9.6,9.6,9.6,0,0,8,50,0,7.2,7.2,13,0,0,8,4,R(1) C(5),'3- 0,0,15,1WR-C,E,10,20
2017,CLA,9,"Otero,D",60,8,0,27.8,27.8,37.4,1.8,3,12,11,0,17.2,17.2,21.7,0.6,0,12,1,R(2),'2-24,0,0,1WR-C,E,10,12
2017,CON,10,"Ottavino,A",53,39,21,9.1,30.1,26.8,5.8,8*,0,26,28,14.4,42.4,20,0.6,0,3,9,R(1),'3-51,0,20,1WS-C,E,10,25
2017,SEA,26,"Pagan,E",50,39,0,18.8,18.8,47.5,6,8,0,37,1,7.3,8.3,9.7,0.8,1,0,-1,R(2),'5- 0,0,4,1WL-C,E,10,33
2017,LAA,14,"Parker,B",67,43,1,4.2,5.2,10.4,1,1*,10,59,9,3.7,12.7,10.4,1.6,3*,1,7,R(1) C(3),'4- 0,0,15,1WR-C,E,10,11
2017,SEA,26,"Paxton,J*",136,28,1,11.9,12.9,12.9,0,0,2,41,6,14.5,20.5,19.7,0,0,2,-2,S(6),'3- 0,3,20,1WL-C,E,10,17
2017,SEA,26,"Pazos,J*",54,47,6,14.5,20.5,15.1,0.2,0,0,31,17,16.5,33.5,30.5,3,5,0,9,R(1),'5- 0,6,16,1WR-C,E,10,30
2017,HOA,12,"Peacock,B",132,36,15,13.3,28.4,23.7,1.8,3,0,40,13,6,18.9,10.3,0,0,0,0,S(5) R(3),'2-11,3,10,4WR-D,E,10,34
2017,CHA,6,"Pelfrey,M",120,11,15,12.3,27.3,34.9,5,8,8,7,14,19.3,33.3,30.7,2.6,3,10,9,S(5) R(3),'5- 0,0,1,1WR-C,E,10,25
2017,CIN,8,"Peralta,W*",65,22,17,11.9,29,21.1,1.2,0,11,24,5,14.9,19.9,27.9,2.6,5,10,-3,R(1),'3- 0,0,14,1WL-C,E,10,9
2017,SDN,24,"Perdomo,L",164,5,9,25.8,34.8,35.2,0,0,12,19,11,17.9,28.9,29.7,2.4,3,12,0,S(6),'4- 8,4,14,1WR-A,E,14,33
2017,TEA,29,"Perez,M*",185,25,2,21.3,23.3,27.8,0.4,0,13,4,8,24.8,32.8,37.7,2.2,3,12,-6,S(6),'2-16,0,4,1WL-C,E,10,16
2017,WAN,31,"Perez,O*",33,37,7,14.9,21.9,28.5,0.2,0,3,38,8,20.2,28.2,42,3.2,6,0,4,R(1) C(0),'3- 0,10,6,1WL-C,E,10,25
2017,LAA,14,"Petit,Y",91,25,0,17.4,17.4,20.7,0.4,0,0,48,0,6.6,6.6,13.1,1.8,2,0,2,R(2) C(3),'3-16,0,0,1WR-C,E,10,32
2017,TOT,1,"Phelps,D",56,38,5,21.5,26.5,32,2.2,4,4,29,21,10.9,31.9,13.7,0,0,5,1,R(1),'4- 0,0,0,1WR-C,E,10,24
2017,NYA,19,"Pineda,M",96,29,5,18.5,23.5,32.8,4,4,4,19,1,25,26,39.8,4,5,4,1,S(6),'2-15,4,11,3WR-B,E,10,12
2017,PHN,22,"Pivetta,N",133,34,13,17.1,30.1,22.7,0.2,0,3,22,12,24.4,36.4,51.5,6.5,8,3,0,S(5),'4-11,5,18,1WR-A,E,10,21
2017,BOA,5,"Pomeranz,D*",174,34,11,20.7,31.7,25.8,0.8,1,4,25,11,8.4,19.5,14.9,1.2,1,11,1,S(6),'3-26,0,7,1WR-C,E,10,17
2017,BOA,5,"Porcello,R",203,22,5,20.5,25.5,41.5,4.5,8,5,19,1,22.8,23.8,36.8,2.2,4,6,6,S(6*),'2-22,0,5,1WR-C,E,10,7
2017,MNA,18,"Pressly,R",61,27,4,18,22,30.1,3.4,5,11,33,4,8.5,12.5,21.3,3,4,9,3,R(2),'5- 0,0,19,1WR-C,E,10,33
2017,BOA,5,"Price,D*",75,16,4,11.4,15.4,11.4,0,0,0,32,8,11.9,20,24.5,2,3,0,-1,S(6) R(3),'2-20,0,5,3WL-C,E,10,2
2017,TBA,28,"Pruitt,A",83,19,1,20.8,21.8,32.4,1,1,3,13,5,37,42,55.7,2.2,4,4,4,S(6) R(3) C(0),'3-17,0,10,1WR-C,E,12,9
2017,TOT,1,"Quintana,J*",189,35,0,15.6,15.6,25.3,0,0,4,33,9,14.1,23,26.6,2.4,3,3,-2,S(6),'3- 8,2,9,1WR-A,E,12,15
2017,TOT,1,"Ramirez,E",131,26,6,20.5,26.5,40.8,4.1,8,9,18,1,15.8,16.8,29.8,2.2,4,10,0,S(5) R(3) C(0),'3-11,0,1,3WR-C,E,10,19
2017,ATN,3,"Ramirez,J",62,35,25,2.7,27.7,7.5,1.2,2*,8,16,9,10,19,24.5,3,4*,8,6,R(1) C(0),'4- 0,0,3,1WR-C,E,10,17
2017,LAA,14,"Ramirez,J",147,15,10,20.6,30.6,42,4.3,8,11,12,7,19.9,26.9,20,0,0,12,7,S(6) R(3),'3-20,2,7,1WR-C,E,10,30
2017,TOT,1,"Ramos,A",59,40,20,5.3,25.3,12.8,1.6,3*,0,33,18,15.9,33.9,25.6,1.2,2,0,-4,R(1) C(6),'3-24,0,20,1WR-C,E,10,23
2017,PHN,22,"Ramos,E",58,32,12,24.8,36.8,35.8,0,0,1,44,14,12.8,26.8,15.4,0,0,0,-1,R(2) C(0),'2-50,6,18,1WR-C,E,10,30
2017,ARN,2,"Ray,R*",162,55,3,6.8,9.8,20.9,3.6,5,0,46,16,2.9,18.9,10,2.2,3*,0,-1,S(6),'3- 8,0,11,4WL-B,E,12,32
2017,TOT,1,"Reed,A",76,27,0,12.2,12.2,24.4,3.2,5,0,33,0,11.3,11.3,24.1,2.2,3,0,-2,R(1) C(5),'4- 0,0,5,1WL-C,E,10,32
2017,SDN,24,"Richard,C*",197,39,0,26.8,26.8,31.8,0,0,6,7,6,27.3,33.3,47.4,2.6,4,8,-6,S(6*),'3- 0,2,7,6NL-A,E,12,21
2017,PIN,23,"Rivero,F*",75,65,3,0,3,0,0,0*,0,29,6,8.3,14.3,8.3,0,0,0,0,R(1) C(5),'2-19,5,6,1WL-C,E,10,17
2017,WAN,31,"Roark,T",181,19,11,21.3,32.3,35.9,3,5,6,28,5,12.7,17.7,19.9,1,0,6,-1,S(6) R(4),'2- 8,2,3,1WR-A,E,13,1
2017,TOT,1,"Robertson,D",68,69,5,1.7,6.7,6.5,1.6,0*,1,51,7,1,8,4,1,0*,3,-3,R(1) C(4),'3-21,0,20,1WR-C,E,10,7
2017,NYN,20,"Robles,H",57,29,25,3.8,28.8,15.2,3.8,6*,0,31,11,10.1,21.1,26.9,2.8,5,0,-1,R(2),'4- 0,0,7,1WR-B,E,10,25
2017,ARN,2,"Rodney,F",55,47,14,9.1,23,11.9,0,0,2,31,12,1.6,13.6,3,0,0*,3,4,R(1) C(6),'4- 0,0,20,1WR-C,E,10,32
2017,CHA,6,"Rodon,C*",69,33,8,20.3,28.3,29.9,2.4,3,4,34,16,10.3,26.3,25.9,3.2,5*,8,9,S(5),'5- 0,0,12,4WL-D,E,10,2
2017,BOA,5,"Rodriguez,E*",137,32,9,21.7,30.7,38.4,2.2,4,0,33,9,10.6,19.5,24.6,2.2,3,0,-1,S(6),'3-11,3,1,1WL-D,E,10,15
2017,MNA,18,"Rogers,T*",56,42,7,4.9,11.9,14.6,3.2,6,5,13,6,23,29,30.5,0.8,0,4,1,R(1),'3- 0,0,3,1WL-C,E,10,23
2017,CIN,8,"Romano,S",87,23,11,23.3,34.3,38,1.2,0,1,14,13,23.2,36.2,41.1,1.2,2,2,-3,S(6),'2-16,0,12,1WL-B,E,10,9
2017,WAN,31,"Romero,E*",56,19,10,25.3,35.3,39.7,2.8,5,8,43,11,11.1,22.1,20.8,1.6,1,6,9,R(2) C(1),'5- 0,11,7,1WR-C,E,10,21
2017,TOT,1,"Romo,S",56,27,11,11.4,22.4,25.6,2,3,1,35,7,7.1,14,19.3,3.4,6,4,5,R(1),'3- 0,6,8,1WR-C,E,10,33
2017,CHN,7,"Rondon,H",57,35,20,10,30,26.1,3.8,8*,4,39,4,14.3,18.3,26.6,2.6,5,7,6,R(1),'4- 0,0,12,3WR-C,E,10,19
2017,STN,27,"Rosenthal,T",48,50,13,9.4,22.4,9.4,0,0,0,54,13,4.7,17.6,7.9,0,0,0,0,R(1) C(4),'3- 0,0,9,1WR-C,E,10,14
2017,WAN,31,"Ross,J",74,21,3,27.8,30.8,54.5,6.8,8,7,21,4,22.6,26.6,38.6,2.6,5,7,-2,S(6),'3- 0,0,5,3WR-A,E,14,32
2017,TEA,29,"Ross,T",49,10,24,10.5,34.5,20.8,1.4,1*,7,11,28,19.5,47.5,34.1,2.2,3,8,9,S(5) R(3),'3-30,0,16,1WR-C,E,10,25
2017,CON,10,"Rusin,C*",85,27,3,24.6,27.6,34.4,1.6,1,8,18,3,12.4,15.4,17.8,1.8,2,8,-3,R(3) C(1),'3- 0,0,11,3WL-B,E,13,34
2017,LAN,15,"Ryu,H*",127,14,8,30.9,38.8,57.2,5.5,8,4,25,9,14.1,23.1,27.4,2.4,4,5,-3,S(5) R(3) C(0),'3-11,3,6,1WR-A,E,10,22
2017,SEA,26,"Rzepczynski,M*",31,23,7,21.5,28.5,25.7,0,0,12,8,30,12.4,42.5,12.4,0,0,12,6,R(1) C(0),'4-46,0,20,1WL-C,E,10,25
2017,NYA,19,"Sabathia,C*",149,19,10,21.5,31.4,27.4,1.4,0,5,18,7,16.3,23.3,28,2.8,3,5,-1,S(6),'3-10,0,7,1WL-D,E,10,32
2017,TOT,1,"Salas,F",59,26,3,19.1,22.1,27.5,1.2,1,0,23,7,27.8,34.8,40.1,1.8,3,1,3,R(1),'3- 0,0,14,3WR-C,E,10,25
2017,CLA,9,"Salazar,D",103,37,16,15.1,31.1,27.5,2.2,3,0,44,11,12.4,23.3,21.4,1.8,2,2,-2,S(5) R(3),'2-14,0,13,1WR-C,E,10,22
2017,BOA,5,"Sale,C*",214,48,1,10.3,11.3,15.1,1.6,3,4,54,2,8.8,10.8,19.7,1.6,2,4,2,S(7*),'2- 0,0,2,4WL-D,E,10,10
2017,SFN,25,"Samardzija,J",208,33,0,16.8,16.8,39.7,3.6,7,4,23,0,20.1,20.1,33.2,1.6,3,4,-1,S(6*),'2- 7,0,1,6NR-A,E,13,9
2017,DEA,11,"Sanchez,A",105,25,2,23.4,25.4,40.5,3.6,6,0,22,6,33.2,39.2,58.9,6.3,8,0,9,S(6) R(3),'5-40,3,9,1WR-C,E,10,25
2017,MNA,18,"Santana,E",211,11,2,9,11,18.7,3,5,0,25,10,12.4,22.3,22.6,2,2,0,1,S(6*),'3-14,2,13,3WR-D,E,12,14
2017,MNA,18,"Santiago,H*",70,3,23,17.3,40.3,52.9,10.5,8*,0,16,11,14.1,25.2,23.1,3,5,0,9,S(5),'3- 0,4,0,1WR-C,E,10,32
2017,DEA,11,"Saupold,W",63,3,11,22.6,33.7,34.9,2,2,3,16,14,16.6,30.6,24.1,2.4,3,5,1,R(2),'2- 0,0,13,1WR-C,E,10,21
2017,WAN,31,"Scherzer,M",201,36,9,9.8,18.8,26.4,3.2,5*,8,71,3,0.2,3.2,0.8,0.2,0*,3,-1,S(7*),'3- 7,0,4,6NR-A,E,13,20
2017,PIN,23,"Schugel,A",32,0,23,12,35,23.5,0.4,0,2,33,3,19.8,22.8,26,1,2,2,-3,R(1),'4- 0,0,14,1WR-C,E,10,25
2017,BOA,5,"Scott,R*",36,30,14,4.1,18.1,16.4,4.1,8*,1,19,5,13.3,18.3,41,6.5,8,1,-6,R(1),'3- 0,0,20,1WS-C,E,10,25
2017,CON,10,"Senzatela,A",135,14,11,13.6,24.6,29.1,2.6,3,10,17,8,21.5,29.5,36.4,1.6,2,9,0,S(5) R(3),'2-11,6,1,1WR-A,E,10,19
2017,NYA,19,"Severino,L",193,40,6,14,20,28,2.6,1,5,41,5,10.1,15.1,14.4,1,0,3,-3,S(6),'2-15,0,7,1WR-B,E,10,19
2017,NYN,20,"Sewald,P",65,27,15,16.7,31.7,29.9,2,2,3,35,2,11.6,13.6,25.5,1.6,3*,4,-5,R(2),'2-22,6,10,1WR-D,E,10,33
2017,CLA,9,"Shaw,B",77,29,2,15.1,17.1,22.5,0,0,12,26,7,18.8,25.8,23.4,0,0,12,1,R(1) C(2),'4-38,0,9,1WS-C,E,10,4
2017,CHA,6,"Shields,J",117,15,14,16.3,30.3,40,6.8,8,2,26,10,11.1,21.1,27.1,2.6,4*,2,1,S(6),'4- 0,0,9,1WR-B,E,10,25
2017,LAA,14,"Shoemaker,M",78,16,0,23.8,23.8,43.7,2.8,5,9,27,19,9.1,28.2,25.8,4.2,7,5,-1,S(5),'2-19,5,5,1WR-D,E,10,7
2017,NYA,19,"Shreve,C*",45,60,4,6.1,10.1,13.6,0.8,0*,0,31,21,8.8,29.8,26,4.3,7*,0,-3,R(2),'3- 0,0,19,1WL-C,E,10,25
2017,TOT,1,"Siegrist,K*",39,29,23,15.8,38.8,37.3,1.8,3*,6,30,13,17.2,30.2,29,2,3,9,-5,R(1) C(0),'3- 0,0,16,1WL-C,E,10,25
2017,ATN,3,"Sims,L",58,14,16,25,41,45.2,0.2,0,2,16,5,21.2,26.2,40.6,4.1,6,3,-2,S(5) R(3),'2-50,0,0,1WR-B,E,10,4
2017,HOA,12,"Sipp,T*",37,25,5,17.8,22.8,54,7.3,8,0,32,14,16.1,30.1,36.7,2.4,4*,0,9,R(1),'4- 0,0,5,1WL-C,E,10,25
2017,LAA,14,"Skaggs,T*",85,18,5,23.6,28.6,39.3,2,2,12,24,8,21.1,29.1,35.6,3,4,8,7,S(5),'5- 0,7,13,1WL-C,E,10,9
2017,TOT,1,"Smith,J",54,45,10,15.5,25.5,23,1.4,1,0,49,0,13.5,13.5,18,0,0,0,3,R(1) C(0),'2- 0,0,0,1WR-C,E,10,5
2017,NYN,20,"Smoker,J*",56,32,14,19.4,33.4,41,2.4,4,0,35,11,19,30,33.1,3.6,7,0,2,R(2),'4- 0,0,6,1WL-C,E,10,9
2017,TBA,28,"Snell,B*",129,28,14,6.4,20.5,11.4,0,0,10,24,14,14.8,28.8,27,2,3,10,-1,S(5),'2- 0,0,14,1WL-B,E,10,2
2017,WAN,31,"Solis,S*",26,17,6,14.4,20.4,26.9,1,2,4,39,24,6.2,30.1,17.7,3.4,6*,2,-1,R(1) C(0),'3- 0,0,20,1WR-C,E,10,25
2017,KCA,13,"Soria,J",56,33,1,23.8,24.8,30.8,0,0,9,39,14,8.8,22.8,8.9,0,0,8,-4,R(1) C(0),'4- 0,0,16,1WR-C,E,10,21
2017,SDN,24,"Stammen,C",80,16,1,17.3,18.3,39.8,6.1,8,12,32,13,5.8,18.8,8.8,1,1,12,1,R(2),'3-18,0,5,4WR-C,E,10,24
2017,MMN,16,"Steckenrider,D",35,32,23,17,40,22.5,0,0,0,45,12,8.1,20,19.5,3.8,7,0,2,R(1) C(0),'3- 0,0,6,1WR-C,E,10,34
2017,CIN,8,"Stephenson,R",85,24,25,13.7,38.7,22.5,2,2,2,27,17,18.2,35.2,37.3,2.2,3,0,1,S(5) R(3) C(0),'3-51,8,12,1WR-D,E,12,21
2017,CIN,8,"Storen,D",55,24,7,25.7,32.7,40.3,0.6,1,7,19,9,20.9,29.9,27.5,2.2,4,7,0,R(1) C(0),'3- 0,0,3,1WS-C,E,10,25
2017,MMN,16,"Straily,D",182,26,9,17.7,26.7,34.2,2,3,1,24,6,20.6,26.6,42.8,5.3,8,3,1,S(5),'3-16,0,1,1WR-B,E,10,11
2017,WAN,31,"Strasburg,S",175,42,6,6,11.9,12.6,0.8,1,7,39,3,11.4,14.4,17.5,0.2,0,7,-1,S(6),'3- 8,0,3,6NR-A,E,13,10
2017,SFN,25,"Stratton,C",59,14,20,22,42,29.3,0,0,7,24,10,14.6,24.5,21.9,1,2,8,1,S(6) R(4) C(0),'3-24,0,7,1WR-B,E,10,16
2017,SFN,25,"Strickland,H",61,11,15,28.8,43.8,36.9,0,0,3,31,10,9.4,19.4,16.5,0,0,3,3,R(1) C(0),'3- 0,6,10,1WR-C,E,10,5
2017,LAN,15,"Stripling,R",74,29,2,8.6,10.6,11.6,0,0,11,30,3,24.6,27.6,41.5,3.8,7,5,0,R(2) C(1),'2-19,0,5,1WR-C,E,12,24
2017,TOA,30,"Stroman,M",201,17,9,14.4,23.4,17,0,0,12,21,6,18.3,24.3,28.6,2.4,3,12,-2,S(6*),'1- 7,2,2,7NR-C,E,14,20
2017,CHN,7,"Strop,P",60,37,13,7.1,20,12.6,0,0,8,30,14,10.5,24.5,17.5,0,0,12,0,R(1),'2-48,6,20,1WR-C,E,10,19
2017,DEA,11,"Stumpf,D*",38,18,18,11.6,29.6,14.1,0.8,0,9,28,5,24.6,29.6,44.7,3.6,6,8,0,R(1),'2-38,10,11,1WL-C,E,10,25
2017,MLN,17,"Suter,B*",82,13,4,8,12,14.3,0,0,6,18,4,25.9,29.9,33,1.2,2,5,-6,S(5) R(3),'1-35,0,2,1WL-D,E,12,31
2017,TOT,1,"Swarzak,A",77,32,7,7.8,14.8,14.9,0,0,4,49,3,11.4,14.4,18.6,1.6,1,5,0,R(2) C(1),'4- 0,0,5,1WR-C,E,10,11
2017,PIN,23,"Taillon,J",134,10,8,25.3,33.3,36.5,0,0,5,33,6,18.1,24,30.6,1,1,4,6,S(5),'5- 0,0,11,2WR-C,E,10,17
2017,NYA,19,"Tanaka,M",178,36,1,19.3,20.3,34.8,4.3,4,6,30,4,21,25,42.5,3.6,4,6,-3,S(6),'2- 0,0,8,1WR-B,E,10,2
2017,MMN,16,"Tazawa,J",55,8,9,16.6,25.5,25.9,2.4,4,5,14,8,23,31,39.3,2.4,5,4,4,R(1),'4- 0,0,7,1WR-C,E,10,10
2017,ATN,3,"Teheran,J",188,16,18,10.3,28.3,24,2.4,4,5,19,0,23.8,23.8,34.4,2.6,4,5,5,S(6),'2-23,0,6,2WR-A,E,14,12
2017,TOA,30,"Tepera,R",78,42,22,6,28,17.3,2,3*,3,27,3,9.6,12.6,14.1,0,0,15,9,R(1) C(1),'3-19,0,15,1WR-C,E,10,1
2017,BAA,4,"Tillman,C",93,0,32,23.5,55.5,38.6,1.8,3,4,13,3,28.8,31.8,56.7,7.5,8,5,-2,S(5) R(3),'4-15,0,20,1WR-C,E,10,25
2017,CLA,9,"Tomlin,J",141,14,0,27.2,27.2,46.8,2.4,3,12,17,0,22.5,22.5,41.7,3.2,5,13,-2,S(5),'3-10,0,1,1WR-C,E,10,5
2017,MLN,17,"Torres,C",73,11,10,16.8,26.8,30.5,2.6,3,8,19,16,25.3,41.3,31.6,1.6,1,4,2,R(2) C(0),'2-40,0,11,1WR-C,E,10,34
2017,SDN,24,"Torres,J*",68,15,2,18.7,20.7,35.7,2.2,4,9,30,5,9.6,14.6,29.4,5.2,8,8,2,R(2) C(0),'4-21,16,6,3WL-C,E,10,33
2017,TOT,1,"Treinen,B",76,33,10,22.6,32.7,37.8,2.6,4,2,22,4,18.6,22.6,23.9,0,0,10,-1,R(1) C(4),'4-19,0,11,1WR-C,E,10,7
2017,OAA,21,"Triggs,A",65,15,6,7.4,13.4,16.5,2,4,3,17,7,24.8,31.8,33.5,2,3,4,9,S(6),'4-22,0,17,1WR-C,E,10,15
2017,STN,27,"Tuivailala,S",42,40,8,8.4,16.4,17,2.2,3,8,8,0,12.8,12.8,19.4,0.4,0,12,2,R(2),'5- 0,0,11,1WR-C,E,10,22
2017,CHN,7,"Uehara,K",43,42,4,17.1,21.1,33.2,2.8,6,0,35,1,11.6,12.6,20,2.8,5,0,-3,R(1) C(1),'3- 0,0,0,1WR-C,E,10,25
2017,MMN,16,"Urena,J",170,2,11,14.9,25.9,28.6,2.6,4,9,19,9,14.9,23.9,27.3,3,6,9,0,S(5) R(4),'2- 8,2,6,1WR-C,E,14,19
2017,KCA,13,"Vargas,J*",180,6,6,27.8,33.8,45.4,3.6,6,11,19,7,14,21,26.4,2.6,5,11,1,S(6),'2- 0,2,7,2WL-B,E,10,19
2017,PHN,22,"Velasquez,V",72,24,19,20.9,40,37.9,2.4,2,4,23,10,14.8,24.8,33.8,5.3,8,6,-5,S(5),'2-20,6,5,4WR-D,E,12,30
2017,TOT,1,"Verlander,J",206,39,12,9.5,21.5,22.6,3,4,3,26,6,12.4,18.4,17,1.2,1,4,-3,S(6*),'3- 7,0,5,1WR-D,E,10,32
2017,SEA,26,"Vincent,N",65,14,0,26.2,26.2,32.7,0,0,4,22,0,18.7,18.7,26,0,0,4,-5,R(1),'3- 0,0,0,1WR-C,E,10,17
2017,ATN,3,"Vizcaino,A",57,34,22,8.9,30.9,26.1,1.8,1*,0,37,0,5.8,5.8,12.4,2.2,2,2,-4,R(1) C(3),'3-50,0,20,1WR-C,E,10,34
2017,MMN,16,"Volquez,E",92,21,23,17.1,40.2,28.3,1,2,5,23,16,8.9,24.9,15.6,0.2,0,5,9,S(5),'4- 0,0,9,3WR-C,E,10,10
2017,STN,27,"Wacha,M",166,21,11,15.3,26.3,24.1,0.8,0,12,29,4,23,27,33.4,1.4,3,9,5,S(6),'3- 0,0,6,1WR-B,E,12,23
2017,STN,27,"Wainwright,A",123,14,8,21.9,29.9,34.5,2.2,3,8,15,8,23.3,31.3,35.6,0.6,0,8,0,S(5),'2- 0,0,3,8NR-A,E,12,7
2017,ARN,2,"Walker,T",157,25,13,8.6,21.5,19.7,2.2,3*,6,23,6,16.3,22.3,28.7,0.6,0,7,3,S(6),'3-36,2,9,7NR-C,E,10,1
2017,NYA,19,"Warren,A",57,30,1,7.8,8.8,11,0,0,0,31,7,3.8,10.8,7.4,1.2,0,0,1,R(2) C(0),'2- 0,0,20,1WR-C,E,10,17
2017,TOT,1,"Watson,T*",67,16,0,25.5,25.5,30.1,0.8,1,10,18,2,22.1,24.1,36.1,3,6,9,0,R(1) C(3),'2- 0,0,0,1WL-C,E,10,5
2017,STN,27,"Weaver,L",60,41,4,8.5,12.5,10.1,0.2,0,11,36,6,23.3,29.3,38.3,2.4,5,2,-5,S(6) R(3),'2-24,0,0,1WR-C,E,13,21
2017,NYN,20,"Wheeler,Z",86,31,12,15.9,27.9,31.9,4.8,8,4,13,14,22.4,36.4,32.7,1.4,2,8,2,S(5),'3-17,0,1,1WL-D,E,10,17
2017,TBA,28,"Whitley,C",57,7,6,15.1,21.1,24,0.8,0,2,24,3,14.5,17.5,25.7,0,0,2,0,R(2) C(1),'3- 0,0,7,1WR-C,E,10,12
2017,PIN,23,"Williams,T",150,14,5,24.3,29.3,31,0,0,7,19,10,10,20,20.4,1.6,3,7,0,S(6) R(3),'3-19,0,2,1WR-A,E,10,7
2017,DEA,11,"Wilson,A",60,14,0,21,21,32,1.4,1,5,12,0,28.9,28.9,49.5,1.8,2,5,-4,R(1) C(1),'2-47,0,14,1WR-C,E,10,21
2017,TOT,1,"Wilson,J*",58,56,21,0.6,21.6,2.4,0.6,0*,0,43,21,8.6,29.6,21.3,1,1*,1,1,R(1) C(4),'4- 0,0,15,1WL-C,E,10,14
2017,MMN,16,"Wittgren,N",42,22,5,33.1,38.1,50.2,0,0,0,32,7,18.9,25.9,42.3,3,5,0,-5,R(2),'2- 0,0,10,1WR-C,E,10,31
2017,CIN,8,"Wojciechowski,A",62,22,6,29.9,35.9,59.1,4.3,6,0,26,5,19.3,24.3,41.8,4.5,7,0,1,S(5) R(3),'2-23,0,2,1WR-D,E,10,25
2017,LAN,15,"Wood,A*",152,19,4,16.6,20.6,24.2,0.8,1,5,29,3,11.2,14.2,20.5,1.4,2,5,-5,S(6) R(3),'1-38,0,2,1WR-D,E,12,9
2017,TOT,1,"Wood,B",74,26,9,31.5,40.5,45.5,3.2,5,0,32,14,18.8,32.8,24.4,0,0,1,3,R(1),'4- 0,9,20,1WR-C,E,10,25
2017,TOT,1,"Wood,T*",94,10,18,21.9,39.9,36.1,3,5,7,9,13,25.7,38.7,44.8,3.8,7,7,-4,S(5) R(3),'3-15,0,1,7NR-D,E,14,25
2017,BOA,5,"Workman,B",40,26,0,24.9,24.9,61.9,9.1,8,12,26,9,12.9,21.9,29,1.4,2,12,-3,R(2),'2- 0,0,5,1WR-C,E,10,7
2017,MMN,16,"Worley,V",72,13,7,35.7,42.7,53.9,0,0,11,4,10,36.1,46.2,58,4,7,12,1,S(5) R(3) C(0),'3- 0,0,2,3WR-A,E,10,25
2017,TOT,1,"Yates,K",57,47,10,11.4,21.4,40.7,9.1,8*,0,62,5,4.6,9.6,14.4,2.8,5*,0,9,R(1) C(0),'5- 0,6,0,1WL-C,E,10,34
2017,MMN,16,"Ziegler,B",47,0,4,25,29,29.1,0,0,12,9,1,39.3,40.3,46.5,0,0,12,1,R(1) C(3),'2- 0,0,4,1WR-C,E,10,25
2017,DEA,11,"Zimmermann,J",160,11,3,31.4,34.4,51.5,3.2,5,9,4,6,26.7,32.7,45.3,2.8,5,9,1,S(5),'4- 8,0,3,1WR-C,E,12,4
2017,SEA,26,"Zych,T",41,22,15,14.8,29.8,18,0,0,6,22,16,6.2,22.2,8.8,0,0,6,3,R(1) C(0),'3- 0,9,5,1WR-C,E,10,11
2018,KCA,13,"Adam,J",32,18,31,8.6,39.5,26.9,5,8*,0,46,1,20.4,21.4,62.3,10.5,8*,0,3,R(1),'3- 0,11,20,1WR-C,E,10,
2018,MLN,17,"Albers,M",34,19,11,27,38,64.9,9,8,7,19,2,33,35,54.6,5.8,8,5,6,R(2) C(0),'3- 0,0,5,1WL-C,E,10,
2018,DEA,11,"Alcantara,V",30,8,0,15.2,15.2,34.3,2.8,5*,2,19,5,10.8,15.8,26.1,3.2,6*,2,-1,R(1),'3- 0,0,16,1WR-C,E,10,
2018,LAN,15,"Alexander,S*",66,33,10,3.9,13.9,6.9,0,0,12,12,14,22.3,36.3,32,1.2,2,12,2,R(1) C(2),'2- 0,0,6,1WL-B,E,10,2
2018,CLA,9,"Allen,C",67,39,15,12.8,27.8,25.8,3.4,5,0,32,16,6.9,22.9,17.4,2.2,4,8,0,R(1) C(4),'3- 0,0,9,1WR-C,E,10,
2018,TBA,28,"Alvarado,J*",64,35,16,6.7,22.6,12.1,0,0,1,47,10,5,15,9.3,0,0*,1,-1,R(1) C(3),'4- 0,0,6,1WL-C,E,10,
2018,LAA,14,"Alvarez,J*",63,24,4,13.5,17.5,22.5,0,0,9,24,14,13.9,28,21.1,0,0,8,0,R(1) C(0),'2- 0,0,3,1WL-C,E,10,
2018,OAA,21,"Anderson,B*",80,0,0,22.5,22.5,39.9,0.2,0,12,9,0,26,26,41,2.6,5,12,-5,S(5),'3- 0,0,8,2WL-D,E,10,
