Year,TM,real_team_id,HITTERS,INJ,AB,SO vlhp,BB v lhp,HIT v lhp,OB v lhp,TB v lhp,HR v lhp,BP v lhp,CL v lhp,DP v lhp,SO v rhp,BB v rhp,HIT v rhp,OB v rhp,TB v rhp,HR v rhp,BP v rhp,CL v rhp,DP v rhp,STEALING,STL,SPD,B,H,CA,1B,2B,3B,SS,LF,CF,RF,FIELDING,rml_team_id
2017,WASH,31,"Harper,B*",3,420,35,7,35.3,42.3,47.1,1.6,2,-6,16,18,19,29,48,63.9,9.5,8,-5,21,6/- (13-6),D,13,C,C,,,,,,,,203,rf-2(-3)e3,31
2017,PIT,23,"Harrison,J",2,486,13,5,24.1,39.1,37.3,3.8,8,-13,4,11,2,24.1,36.1,35,1.3,2,-13,5,"*4,6/- (17-11)",B,15,B,C,,,215,317,,416,,,2b-2e15 3b-3e17 lf-4(0)e16,32
2017,NY(A),19,"Headley,C+",1,512,21,2,24,28,35.7,1,1,0,16,28,16,25.3,43.3,30.5,0.3,0,-2,12,5/- (16-6),C,12,B,D,,404,471,325,,,,,3b-3e25 1b-4e4 2b-4e71,13
2017,OAK,21,"Healy,R",1,576,22,0,33.3,35.3,51.5,4,7,-5,20,28,0,23.8,25.8,36.7,2.8,5,-7,22,6/- (3-1),E,11,D,D,,409,,462,,,,,1b-4e9 3b-4e62,23
2017,TB,1,"Hechavarria,A",4,330,19,0,20.5,21.5,32.4,0.9,1,-2,18,17,0,28,29,38.5,0.9,1,-2,18,5/- (16-6),C,14,C,C,,,,,107,,,,ss-1e7,13
2017,SD,24,"Hedges,A",3,387,37,0,13.5,15.5,20.5,1.2,2,7,21,40,3,11.3,16.3,27.4,4.2,8,7,17,5/- (16-6),C,9,D,D,202,,,,,,,,"c-2(-1)e2,T-20(pb-0)",4
2017,SEA,26,"Heredia,G",1,386,10,3,33.3,42.3,41,1,0,-14,17,9,5,17,28,25.4,2.4,w,-10,16,"6/2,8-12 (13-1)",E,14,C,C,,,,,,203,203,203,lf-2(-2)e3 cf-2e3 rf-2e3,34
2017,PHI,22,"Hernandez,C+",1,511,2,11,26.8,39.7,53.3,2.4,w,-6,10,23,13,30.4,45.3,32.6,0.2,0,-14,10,"*4,5/- (17-11)",B,14,A,D,,,214,,416,,,,2b-2e14 ss-4e16,13
2017,LA(N),15,"Hernandez,E",1,297,19,18,16.2,34.2,43.1,5.4,8*,0,8,37,15,8,23,18.4,1.2,w*,0,7,2/- (20-6),C,14,D,D,,425,347,419,429,304,404,304,ss-4e29 lf-3(-1)e4 cf-4e4 rf-3e4 3b-4e19 2b-3e47 1b-4e25,23
2017,SF,25,"Hernandez,G",1,310,24,9,20.8,31.8,29.3,0,w,-3,13,19,10,22.6,34.7,29.5,0,w,-9,14,"*2-5,12/- (17-12)",B,15,B,C,,,,,,204,304,204,lf-2(0)e4 cf-3e4 rf-2e4,30
2017,PHI,22,"Herrera,O*",1,526,26,0,32.5,34.5,53.2,1.8,2,-13,17,25,2,28.4,32.4,43.6,1.3,1,-9,19,"*6,7/12 (15-9)",C,13,B,C,,,,,,,203,,cf-2(0)e3,32
2017,ARIZ,2,"Herrmann,C*",2,226,29,1,3.2,4.2,11.6,2.8,5*,0,0,35,18,5.9,24,14.8,2.8,4*,0,0,*4/- (20-6),B,13,D,D,401,430,,,,409,,409,"c-4(+2)e1,T-3(pb-1) lf-4(+1)e9 1b-4e30 rf-4e9",25
2017,CH(N),7,"Heyward,J*",2,432,20,0,27.7,29.7,43.2,2,w,0,15,3,12,19.5,33.5,25.2,1.5,3,-2,13,2-5/10 (13-6),D,13,D,C,,,,,,,303,103,rf-1(-4)e3 cf-3e3,24
2017,NY(A),19,"Hicks,A+",4,301,15,15,29.7,46.7,43.6,2.5,4,-8,17,19,25,13.8,40.8,28.3,3.3,3,0,14,"*2-6,11,12/- (15-12)",B,14,C,C,,,,,,204,204,204,cf-2(-2)e4 lf-2e4 rf-2e4,9
2017,DET,11,"Hicks,J",2,173,50,7,17.9,28.9,35.4,3.5,5,0,14,24,7,25.4,36.3,37.6,1.3,1,-4,23,"4,6/- (13-6)",D,12,D,D,316,416,,,,,,,"1b-4e16 c-3(0)e16,T-20(pb-2)",30
2017,NY(A),19,"Holliday,M",3,373,36,21,14,37,26.8,4,5,1,19,33,14,13.4,29.5,28.1,3.4,4,1,21,2/- (20-6),E,9,D,D,,530,,,,,,,1b-5e30,25
2017,BOS,5,"Holt,B*",5,140,7,10,15.1,30,15.1,0,w,-6,14,24,17,7.6,29.7,11.8,0,w,0,13,"5,6/- (13-6)",D,13,D,D,,430,316,319,,305,,405,2b-3e16 3b-3e19 lf-3(+1)e5 1b-4e30 rf-4e5,10
2017,PHI,22,"Hoskins,R",1,170,21,36,11.6,50.6,46.4,11.6,8*,0,3,23,27,14.9,45,46.8,9.2,8*,0,3,2/- (20-6),D,11,D,D,,421,,,,406,,,lf-4(+1)e6 1b-4e21,32
2017,KC,20,"Hosmer,E*",0,603,4,3,29.2,32.2,41.3,2.1,4,-4,25,13,15,33.9,48.9,47.3,2.8,6,-3,21,3/- (17-6),C,14,C,C,,204,,,,,,,1b-2e4,9
2017,SF,25,"Hundley,N",2,287,30,0,33.3,33.3,58.9,3.2,7,-10,15,35,0,15.3,15.3,27.1,1,3,-4,18,-/- (---),E,10,D,D,303,,,,,,,,"c-3(0)e3,T-16(pb-2)",12
2017,ARIZ,2,"Iannetta,C",3,272,24,21,21.2,47.1,39.2,5.6,8,-7,4,38,16,14.6,35.6,36.8,4,6*,0,4,-/- (---),E,9,D,D,405,,,565,,,,,"c-4(0)e5,T-17(pb-0) 3b-5e65",7
2017,DET,11,"Iglesias,J",2,463,0,0,23.6,23.6,38.1,2.5,w,13,9,7,2,22.3,24.3,41.3,3,w,13,9,*4-6/- (15-11),C,14,C,B,,,,,108,,,,ss-1e8,9
2017,ATL,3,"Inciarte,E*",1,662,0,10,30.2,40.2,32.3,0.2,0,-7,7,8,2,33.5,35.5,39.2,0,0,-7,8,*4-6/- (16-12),A,16,A,B,,,,,,,103,,cf-1(-3)e3,15
2017,CLE,9,"Jackson,A",4,280,16,19,35.6,55.6,55.6,1.5,2,-9,22,25,10,28.8,39.8,34.9,0,0,-9,34,4/- (15-6),C,14,D,D,,,,,,304,304,304,cf-3(0)e4 lf-3e4 rf-3e4,22
2017,PIT,23,"Jaso,J*",1,256,17,16,10.9,31,25.4,1.8,3*,0,12,26,17,11.2,32.2,25,2,3*,0,12,6/12 (13-5),E,11,D,D,,408,,,,507,,507,rf-5(+1)e7 1b-4e8 lf-5e7,1
2017,CH(N),7,"Jay,J*",1,379,11,17,31.9,54.9,31.9,0,w,-5,17,20,4,28,38,39.2,1.4,w,-6,20,6/- (15-6),C,14,B,C,,,,,,300,300,300,cf-3(+1)e0 lf-3e0 rf-3e0,14
2017,BAL,4,"Jones,A",1,597,17,4,22.5,28.5,34.3,2.1,2,3,22,13,0,29.3,31.3,42.4,3.2,5,3,23,3/- (13-6),E,13,C,C,,,,,,,206,,cf-2(-1)e6,15
2017,DET,11,"Jones,J",2,141,81,1,3.4,10.4,10,2.2,4*,0,8,59,6,6.4,18.4,18.1,3,w,0,17,*3-6/- (18-14),B,15,D,D,,,,,,,204,,cf-2(0)e4,30
2017,SF,25,"Jones,R*",1,150,52,0,0,6,0,0,w*,0,15,44,0,10.9,16.9,29,3.4,w*,0,15,2/- (20-6),E,11,D,D,,319,,312,,410,,,1b-3e19 3b-3e12 lf-4(0)e10,25
2017,BAL,4,"Joseph,C",2,254,39,0,22.4,23.4,44,3.5,5,-1,20,32,0,24.3,25.3,33.3,1.3,1,-1,23,-/- (---),E,10,D,D,302,,,465,,,,,"c-3(+1)e2,T-5(pb-0) 3b-4e65",30
2017,PHI,22,"Joseph,T",1,495,31,8,14,23,28.6,3.8,5,0,23,26,3,20,24,35,2.8,3,0,27,2/- (20-6),E,9,D,C,,511,,,,,,,1b-5e11,4
2017,OAK,21,"Joyce,M*",1,469,26,11,10.3,22.3,14.9,0.3,0,-4,15,21,18,16.7,35.7,38.7,4.5,8,-2,14,3/- (16-6),D,12,D,C,,,,,,409,409,409,rf-4(-1)e9 lf-4e9 cf-4e9,13
2017,NY(A),19,"Judge,A",1,542,26,41,7.8,50.8,22.9,4.3,6*,0,9,29,26,21.6,49.6,55.5,10.1,8,0,9,"4,5/- (14-6)",C,14,D,D,,,,,,,,206,rf-2(-3)e6,7
2017,ATL,3,"Kemp,M",3,438,10,6,21.3,27.3,26.5,1.8,1,-7,33,24,1,28.1,29.1,46.3,3.3,5,-7,29,4-6/- (3-1),E,9,D,C,,,,,,502,,,lf-5(+2)e2,22
2017,WASH,1,"Kendrick,H",4,305,15,12,29.3,44.3,41.3,2.4,4,1,17,22,3,33.3,39.3,45.4,0.9,0,1,20,*4-6/- (17-13),B,13,C,C,,324,422,,,403,,403,lf-4(+1)e3 2b-4e22 rf-4e3 1b-3e24,23
2017,MIN,18,"Kepler,M*",1,511,40,2,3.5,7.5,8.6,0.8,0,0,6,14,10,22.4,34.4,39.8,2.8,5,-1,5,4/- (17-6),C,14,C,C,,,,,,,302,202,rf-2(-1)e2 cf-3e2,14
2017,TB,28,"Kiermaier,K*",4,380,30,4,25.1,32.1,30.9,2,3,-12,3,24,7,27.9,37.9,45.6,3.2,5,-6,3,*3-6/- (17-13),B,16,B,D,,,,,,,110,,cf-1(-4)e10,11
2017,PHI,1,"Kim,H*",1,212,51,5,1.2,8.2,1.2,0,w*,0,9,18,9,18.4,29.4,23.9,0.9,w,-1,9,-/- (---),E,11,D,C,,,,,,402,,402,lf-4(+2)e2 rf-4e2,25
2017,DET,11,"Kinsler,I",1,551,1,11,20.9,34.9,44.1,3.4,6,0,9,7,11,14.3,28.3,24.1,2.2,3,0,10,"*5,6/- (17-11)",B,14,D,D,,,112,,,,,,2b-1e12,32
2017,CLE,9,"Kipnis,J*",4,336,17,9,14.5,24.5,27.5,1.2,2*,0,0,21,6,17,24,33.4,2.2,4,0,0,*7/- (17-6),C,14,D,B,,,316,,,,416,,2b-3e16 cf-4(+2)e16,9
2017,CIN,8,"Kivlehan,P",1,178,37,15,10.3,28.3,27,5.6,8,0,5,42,14,8.4,25.5,20.3,2,3,0,5,4-6/8-10 (13-4),E,12,D,D,,405,,327,,413,413,413,rf-4(0)e13 lf-4e13 3b-3e27 1b-4e5 cf-4e13,25
2017,PHI,22,"Knapp,A+",2,171,38,16,13.1,29.1,22.9,0,w,-1,26,39,20,23,43,26.9,0.5,0,-11,16,2/- (20-6),E,11,D,D,403,425,,,,,,,"c-4(+1)e3,T-11(pb-1) 1b-4e25",20
2017,CH(N),7,"La Stella,T*",1,125,0,0,33,36,42,3,6,4,19,6,21,21.3,45.3,34.9,2.3,4,4,14,-/- (---),E,12,D,B,,,411,430,,,,,2b-4e11 3b-4e30,15
2017,NY(N),20,"Lagares,J",5,252,25,4,20.6,27.6,38.6,2.8,w,-5,18,18,3,24.7,30.7,41,2.3,w,-7,19,"*2-5,11,12/- (16-12)",B,15,B,C,,,,,,,108,,cf-1(-2)e8,2
2017,ARIZ,2,"Lamb,J*",1,536,47,18,2.2,23.2,8.8,2.2,4*,0,16,25,15,18.9,36.9,41,4.4,7,0,18,"4,5/12 (13-6)",C,13,D,C,,,,416,,,,,3b-4e16,16
2017,COL,10,"Lemahieu,D",1,609,0,12,38.8,52.8,51,1.5,2,-1,25,6,10,28.1,40.1,36.2,1.4,w,-1,26,"5,6/11 (13-7)",D,14,B,B,,,108,,,,,,2b-1e8,14
2017,BOS,5,"Leon,S+",2,271,18,11,16.4,28.4,29.6,1,1,6,12,36,6,12.8,19.8,17.4,0.8,2,8,14,-/- (---),E,9,C,C,202,,,,,,,,"c-2(-3)e2,T-14(pb-4)",2
2017,WASH,31,"Lind,A*",1,267,16,6,35.8,41.8,37.8,0,w,-4,17,13,7,28.8,35.8,49.2,5.1,8,-4,16,2/- (20-6),E,9,D,C,,427,,,,507,,,1b-4e27 lf-5(+2)e7,32
2017,CLE,9,"Lindor,F+",1,651,6,7,27.8,35.8,46.6,3.3,6,-5,12,7,6,18.9,25.9,38.8,3.5,6,0,13,*6/- (19-11),B,15,B,C,,,,,110,,,,ss-1e10,1
2017,WASH,31,"Lobaton,J+",2,141,10,0,3.9,5.9,3.9,0,w,-2,26,32,12,4.3,18.4,11.4,2.3,4*,0,22,-/- (---),E,9,D,D,307,,,,,,,,"c-3(+1)e7,T-14(pb-2)",31
2017,TB,28,"Longoria,E",1,613,21,13,10.7,25.8,18.4,2.5,5,9,19,7,3,26.9,31.9,39.8,1.3,2,9,22,3/- (17-6),D,12,D,C,,,,114,,,,,3b-1e14,24
2017,OAK,21,"Lowrie,J+",1,567,18,17,20.2,38.2,40.3,2.7,w,-1,11,9,13,26.1,40.1,41.5,1.2,1,0,12,5/- (3-1),E,12,D,C,,,406,417,,,,,2b-4e6 3b-4e17,7
2017,COL,1,"Lucroy,J",2,423,0,7,20.6,31.6,31.2,1.8,w,-9,25,0,11,23.3,38.3,38.5,3,w,-9,24,2/- (20-6),E,10,D,C,303,408,,,,,,,"c-3(-1)e3,T-4(pb-1) 1b-4e8",20
2017,DET,11,"Machado,D",1,166,11,7,19,27,19,0,w,-10,25,16,3,27.4,31.4,37.9,1.8,w,-11,26,2/- (20-6),E,11,C,C,,,324,337,212,,,,ss-2e12 2b-3e24 3b-3e37,4
2017,BAL,4,"Machado,M",1,630,11,5,23.6,28.6,47.3,3.8,5,-3,20,12,7,20.1,27.1,33.8,3.8,6,-3,20,"*4,5/- (16-6)",C,13,C,C,,,,115,,,,,3b-1e15,11
2017,DET,11,"Mahtook,M",1,348,18,1,22.6,27.6,42.8,2.8,4,-7,6,22,7,27.5,38.5,38.8,1.4,2,-10,6,3/- (20-6),C,14,D,D,,,,,,304,304,304,cf-3(+1)e4 lf-3e4 rf-3e4,12
2017,TOR,30,"Maile,L",2,130,36,0,5.7,8.6,10.1,0,w*,0,11,28,0,3.3,6.3,7.4,0.9,0*,0,11,3/- (20-6),E,9,D,D,209,,,,,,,,"c-2(-1)e9,T-10(pb-5)",25
2017,LA(A),14,"Maldonado,M",1,429,38,0,18.3,27.3,21.4,0,0,-12,17,28,0,15.6,24.6,26.2,2.3,3,-7,20,2-6/- (3-1),E,9,C,C,101,530,,,,,,,"c-1(-3)e1,T-3(pb-3) 1b-5e30",2
2017,BAL,4,"Mancini,T",1,543,28,0,30.4,32.4,36.8,1.8,2,2,17,26,6,27.5,35.5,45.8,3.4,5,2,16,2/- (20-6),E,11,D,D,,413,,,,406,,506,lf-4(0)e6 1b-4e13 rf-5e6,20
2017,SD,24,"Margot,M",3,487,14,12,27.4,40.4,46.3,0.8,1,-8,6,20,5,24.2,30.2,31.9,1.5,1,-12,7,*4-6/- (17-13),B,16,D,C,,,,,,,204,,cf-2(-1)e4,4
2017,HOU,12,"Marisnick,J",2,230,50,11,18.7,34.7,38.9,4,8,-4,6,54,5,14.4,24.4,33.9,6.5,8,-5,12,"*2-6,12/- (17-13)",B,16,B,D,,,,,,105,105,205,cf-1(-2)e5 lf-1e5 rf-2e5,32
2017,ATL,3,"Markakis,N*",1,593,10,8,23,33,34.5,1,1,6,19,14,10,23.5,35.5,36.4,2,w,3,18,"4,5/- (3-1)",E,11,D,B,,,,,,,,301,rf-3(0)e1,19
2017,BOS,5,"Marrero,D",1,171,32,8,23.5,31.5,57,7,8,5,24,56,5,4.8,9.8,6,0,w,6,27,*6/- (20-11),B,14,C,C,,430,315,212,416,,,,3b-2e12 2b-3e15 ss-4e16 1b-4e30,24
2017,LA(A),14,"Marte,J",1,127,12,16,5.8,27.8,14,2.7,5*,0,9,45,5,6,17,18.2,3.1,w*,0,12,2/- (20-6),E,12,D,D,,414,,437,,408,,,1b-4e14 3b-4e37 lf-4(+2)e8,25
2017,ARIZ,2,"Marte,K+",1,223,6,12,17.3,30.3,24,1.3,2,-8,8,11,13,23,37,30.5,0,0,-12,8,6/- (15-6),C,15,D,D,,,,437,426,,,,ss-4e26 3b-4e37,31
2017,PIT,23,"Marte,S",1,309,19,2,9.9,16.9,9.9,0,w,-2,11,14,6,29.1,40.1,35.6,1.4,3,0,11,*4-6/- (19-13),A,16,B,D,,,,,,102,302,,lf-1(-4)e2 cf-3e2,20
2017,CH(N),1,"Martin,L*",1,128,2,10,10.1,23,17.6,0.9,1,3,10,34,0,5.7,8.7,9.9,0.6,1,3,12,*2-12/- (15-13),B,15,D,D,,,,,,205,205,205,cf-2(-4)e5 rf-2e5 lf-2e5,25
2017,TOR,30,"Martin,R",4,307,36,23,2.9,31,7.3,1.4,1,0,21,21,21,13.8,39.8,23.8,2.6,4,-7,23,"7/10,11 (13-3)",E,11,D,D,201,,,421,,,,,"c-2(+1)e1,T-6(pb-1) 3b-4e21",12
2017,ARIZ,1,"Martinez,J",3,432,31,14,34.5,48.5,105,17.4,8*,0,11,33,12,25.7,37.7,65.6,11.5,8,-8,15,2/- (20-6),D,12,D,D,,,,,,,,406,rf-4(+1)e6,13
2017,STL,27,"Martinez,J",2,272,15,17,36.8,53.8,80.2,11,8,-8,18,19,12,28.8,40.8,39.5,2.5,5,-8,21,3/- (20-6),C,12,D,C,,411,,,,405,,405,1b-4e11 lf-4(+1)e5 rf-4e5,11
2017,DET,11,"Martinez,V+",3,392,7,5,21.6,29.6,29,2.3,w,-2,26,9,8,21.5,32.5,29,1.5,1,-1,25,-/- (---),E,8,D,C,,,,,,,,,,1
2017,ARIZ,2,"Mathis,J",4,186,41,16,10.8,28.9,20.9,0.3,0,0,18,40,2,14.6,18.7,27.1,1.5,w,0,22,2/- (20-6),E,9,D,D,303,,,,,,,,"c-3(-2)e3,T-9(pb-1)",34
2017,MIN,18,"Mauer,J*",1,525,9,9,32.5,42.5,41.7,0,w,5,21,6,15,28.3,44.3,45.8,3.4,w,5,20,3/- (13-6),E,12,C,B,,103,,,,,,,1b-1e3,2
2017,OAK,21,"Maxwell,B*",2,219,23,16,9.4,25.4,9.4,0,w,2,28,32,18,17.9,35.9,32.9,2.8,w,3,26,-/- (---),E,8,D,D,301,,,,,,,,"c-3(0)e1,T-1(pb-0)",24
2017,HOU,1,"Maybin,C",2,395,21,4,24.5,29.5,32.9,1.8,w,-5,22,22,20,12.1,33.1,21.8,1.2,2,-3,17,"*2-5,11,12/- (19-15)",AA,17,C,C,,,,,,205,205,305,lf-2(0)e5 cf-2e5 rf-3e5,24
2017,TEX,29,"Mazara,N*",1,554,25,3,16.5,21.5,29.3,1.8,w,12,17,21,10,17.8,29.9,31.4,2.8,4,12,16,6/12 (13-5),E,10,D,C,,,,,,408,,408,rf-4(-2)e8 lf-4e8,5
2017,HOU,12,"McCann,B*",2,349,2,10,15.7,29.7,27.7,3.4,5,1,17,13,10,16.6,30.6,29.2,3.6,6,1,17,2/- (20-6),E,8,D,C,303,,,,,,,,"c-3(+1)e3,T-7(pb-1)",17
2017,DET,11,"McCann,J",3,352,7,9,25.1,39.1,46.4,5.3,8,-6,16,33,5,18.2,28.2,23.5,0.8,1,-6,17,2/- (20-6),E,10,D,D,301,,,,,,,,"c-3(0)e1,T-3(pb-4)",24
2017,PIT,23,"McCutchen,A",1,570,12,20,30.1,52.1,70.5,9.8,8,0,9,14,13,20.5,35.5,31.9,2.4,4,0,12,"*4,5/- (16-6)",C,14,D,C,,,,,,,304,304,cf-3(-1)e4 rf-3e4,19
2017,PIT,23,"Mercer,J",1,502,12,9,18.6,28.6,28.5,1.8,3,0,21,9,6,22.2,29.2,32.8,1,2,0,22,"2-6,9/- (3-1)",E,11,D,C,,,,,312,,,,ss-3e12,30
2017,KC,21,"Merrifield,W",1,587,11,3,22.3,27.3,40.5,2.8,5,12,17,5,2,28.4,32.4,41.5,1.5,3,12,18,"*2-5,11,12/- (19-13)",A,16,C,C,,311,214,331,,313,,313,2b-2e14 rf-3(+1)e13 lf-3e13 1b-3e11 3b-3e31,22
2017,CIN,8,"Mesoraco,D",6,141,24,17,8.6,32.6,20.6,0.2,0*,0,16,25,15,11.8,33.8,22.6,3.6,6,-3,16,2/- (20-6),E,9,D,D,305,,,,,,,,"c-3(+1)e5,T-4(pb-4)",34
2017,TB,28,"Miller,B*",3,338,36,13,15.6,29.5,30.5,1.3,2,2,9,35,25,7.3,33.3,11.4,0.6,1,2,8,"5,6/- (13-6)",C,13,D,D,,,420,,,,,,2b-4e20,21
2017,STL,27,"Molina,Y",2,501,0,0,21.4,23.4,52.3,6.6,8,10,22,7,2,25.7,29.7,34.5,1.5,2,10,22,"*4,6/- (16-11)",C,8,D,C,201,425,,,,,,,"c-2(-3)e1,T-12(pb-2) 1b-4e25",14
2017,CHI(A),6,"Moncada,Y+",2,199,46,8,15.1,26.1,19.5,1.4,2,-5,0,45,22,13,38,26.8,2.2,4,0,0,"*5,6/12 (15-9)",C,15,D,D,,,324,,,,,,2b-3e24,34
2017,TOR,1,"Montero,M*",2,185,2,18,1.8,22.8,1.8,0,w*,0,18,29,12,14.8,29.8,21.6,2,4,-7,19,2/- (20-6),E,8,D,D,404,525,,,,,,,"c-4(+4)e4,T-10(pb-0) 1b-5e25",25
2017,MIA,16,"Moore,T",1,187,44,0,10.5,11.5,21.8,3,w,6,24,31,5,20.6,26.6,43.9,3.1,6,6,25,-/- (---),E,11,D,D,,405,,,,404,,404,1b-4e5 lf-4(+1)e4 rf-4e4,25
2017,TOR,30,"Morales,K+",1,557,22,5,39.4,46.4,59.5,5.4,8,-9,20,24,5,14.2,21.2,27.2,3.3,5,-7,27,-/- (---),E,8,D,D,,414,,,,,,,1b-4e14,25
2017,BOS,5,"Moreland,M*",1,508,30,17,18.4,37.3,24.4,0.2,0,1,14,21,9,16.9,27.9,35.3,3.5,8,0,19,6/- (3-1),E,9,D,C,,106,,,,,,,1b-1e6,7
2017,PIT,23,"Moroff,M+",1,120,32,24,9.9,36.9,12.8,0,w,6,0,49,11,6.9,20.9,15,1.8,2,6,0,"2-6,10,12/- (3-1)",E,15,D,D,,,305,337,342,,,,2b-3e5 ss-3e42 3b-3e37,30
2017,TB,28,"Morrison,L*",1,512,26,20,15.5,37.5,31,3.8,6,-5,15,31,16,17.2,35.2,46.4,8.9,8,-3,14,2/- (20-6),E,12,D,D,,211,,,,,,,1b-2e11,11
2017,KC,22,"Moss,B*",1,362,53,15,18,33,33.8,3.1,7,-7,7,44,10,10.1,20.1,29.9,6.2,8*,0,16,2/- (20-6),E,10,D,D,,413,,,,405,,405,1b-4e13 lf-4(+1)e5 rf-4e5,25
2017,SEA,26,"Motter,T",1,258,19,7,5.5,12.5,8,0,w,-1,24,26,8,13,21,24.4,2.5,3,-4,24,"*4,6/- (19-13)",A,14,D,D,,419,313,306,310,408,,408,ss-3e10 2b-3e13 lf-4(+1)e8 1b-4e19 3b-3e6 rf-4e8,25
2017,KC,23,"Moustakas,M*",1,555,8,0,26.4,27.4,46.8,6.8,8,-10,24,13,1,25.6,27.6,55.3,8.2,8,-9,24,-/- (---),E,9,D,D,,,,316,,,,,3b-3e16,12
2017,WASH,31,"Murphy,D*",1,534,18,3,28.9,33.8,49.5,2.3,4,11,22,3,5,33.3,40.3,54,3.4,6,11,21,2/- (20-6),E,11,D,C,,,411,,,,,,2b-4e11,19
2017,SD,24,"Myers,W",1,567,45,22,12.8,36.8,27.4,3,5,-2,11,34,12,17.1,31.1,34.5,4,7,-6,15,"*2-5,12/- (17-12)",A,15,C,C,,309,,,,,,,1b-3e9,4
2017,TEX,29,"Napoli,M",2,425,53,8,8.6,19.6,31.4,6.8,8*,0,16,48,14,6.6,23.5,21,4.8,8*,0,20,7/10-12 (13-3),E,11,D,D,,313,,,,,,,1b-3e13,25
2017,CHI(A),6,"Narvaez,O*",2,253,32,17,18.6,36.7,21.9,0,w,-9,19,5,18,27.3,46.3,34.5,1.8,w,-12,19,-/- (---),E,9,C,C,405,430,,,,,,,"c-4(0)e5,T-8(pb-1) 1b-4e30",12
2017,PHI,22,"Nava,D+",5,183,32,24,12.4,39.4,12.7,0.1,0,-9,4,10,13,35.4,51.4,42.6,0.6,0,-10,5,2/- (20-6),E,10,D,C,,415,,,,404,,404,lf-4(0)e4 rf-4e4 1b-4e15,24
2017,NY(N),20,"Nimmo,B*",4,177,47,19,9.6,30.6,13.9,0,w,-3,8,36,24,22.1,48.1,34.8,1.8,3,-7,8,2/- (20-6),D,13,D,C,,,,,,304,404,304,lf-3(0)e4 cf-4e4 rf-3e4,17
2017,TB,28,"Norris,D",2,179,13,9,7.3,19.3,28.3,7,8*,0,19,34,4,11.4,18.4,22.9,3.2,5,2,19,2/- (20-6),E,10,D,D,301,,,,,,,,"c-3(+1)e1,T-19(pb-3)",25
2017,BOS,1,"Nunez,E",2,467,0,0,29,30,51.8,1.6,w,11,20,0,0,34.8,35.8,45.9,1.8,4,11,20,"*2-5,11,12/- (18-13)",A,15,C,C,,,414,330,424,407,,407,3b-3e30 2b-4e14 lf-4(+1)e7 ss-4e24 rf-4e7,32
2017,TEX,29,"Odor,R*",0,607,29,0,3.3,6.3,10.4,2.3,3*,0,17,31,0,13.4,16.5,31,4.2,7,-4,17,*4-6/- (17-13),B,15,C,D,,,420,,,,,,2b-4e20,19
2017,OAK,21,"Olson,M*",1,189,33,13,11,29,43.4,10.8,8*,0,17,38,11,22,38,80.3,19.4,8,0,12,-/- (---),E,9,D,D,,208,,,,,,410,1b-2e8 rf-4(-2)e10,19
2017,PIT,23,"Osuna,J",1,215,5,0,22.5,24.5,51.2,2.2,w,0,33,20,0,12.8,14.8,32,4.4,8,0,34,-/- (---),E,9,D,C,,311,,,,512,,512,rf-5(-1)e12 1b-3e11 lf-5e12,21
2017,ARIZ,2,"Owings,C",4,362,24,1,22.1,24.1,34.5,1,0,0,4,24,2,25,28,41.4,2.3,3,0,4,"*4,6/- (19-12)",B,15,C,C,,,310,,436,,,414,ss-4e36 rf-4(+2)e14 2b-3e10,10
2017,MIA,16,"Ozuna,M",1,613,18,9,31.5,40.5,35,0.4,1,3,21,22,12,30.4,42.4,57.2,7.3,8,3,20,4/8 (13-1),E,13,D,C,,,,,,205,305,,lf-2(-2)e5 cf-3e5,20
2017,SF,25,"Panik,J*",1,511,0,9,29.2,40.2,36,1.2,w,3,14,0,6,26.9,34.9,40.1,0.8,2,3,15,3/- (16-6),D,13,C,B,,,211,,,,,,2b-2e11,2
2017,SF,25,"Parker,J*",5,166,46,0,21.8,22.8,32.9,2.8,6,6,8,42,2,19.7,22.7,35.9,0.5,1,6,8,2-5/- (13-11),D,14,D,D,,,,,,208,,308,lf-2(-3)e8 rf-3e8,24
2017,COL,10,"Parra,G*",3,392,14,0,38.9,40.9,50.7,2,w,10,22,11,1,28,31,39.8,1.5,2,10,26,2-5/8-10 (13-3),D,13,D,C,,410,,,,203,403,303,lf-2(-2)e3 rf-3e3 1b-4e10 cf-4e3,19
2017,TOR,30,"Pearce,S",3,313,28,6,12.4,21.4,31.5,4.5,7*,0,24,14,9,24.3,36.3,35.5,1.8,3,-12,23,-/- (---),E,10,D,D,,315,,,,405,,,lf-4(0)e5 1b-3e15,25
2017,LA(N),15,"Pederson,J*",3,273,26,15,12.5,35.5,27.3,1.1,0*,0,15,22,16,10.1,34.2,24.1,2.3,4*,0,15,"*2-6,10/11 (15-8)",C,13,D,D,,,,,,302,402,,cf-4(0)e2 lf-3e2,23
2017,BOS,5,"Pedroia,D",3,406,0,20,26.3,47.3,44,2.7,w,9,16,0,12,26.1,39.2,38.3,3.2,w,9,18,"5,6/12 (13-7)",D,12,C,B,,,104,,,,,,2b-1e4,4
2017,SF,25,"Pence,H",2,493,2,12,24.2,37.2,30.9,1.3,3,12,10,21,6,19.2,26.2,24.6,0.8,2,12,11,5/10 (13-4),D,14,D,C,,,,,,,,401,rf-4(0)e1,31
